Nivel 1;CocoGreen;5;00:00:04
Nivel 2;CocoGreen;9;00:00:06
Nivel 3;CocoGreen;16;00:00:10
Nivel 4;CocoGreen;26;00:00:17
Nivel 5;CocoGreen;28;00:00:21
Nivel 6;CocoGreen;30;00:00:23
Nivel 7;CocoGreen;42;00:00:34
Nivel 8;CocoGreen;50;00:00:45
Nivel 9;CocoGreen;65;00:00:52
Nivel 10;CocoGreen;220;00:00:56
Nivel 11;CocoGreen;350;00:00:59
