Nivel 1;Rodrigo;4;00:00:05
Nivel 2;Rodrigo;7;00:00:06
Nivel 3;Rodrigo;15;00:00:11
Nivel 4;Rodrigo;24;00:00:17
Nivel 5;Rodrigo;22;00:00:22
Nivel 6;Rodrigo;23;00:00:25
Nivel 7;Rodrigo;34;00:00:33
Nivel 8;Rodrigo;43;00:00:43
Nivel 9;Rodrigo;58;00:00:50
Nivel 10;Rodrigo;191;00:00:48
Nivel 11;Rodrigo;336;00:00:59
